17.6598,17.1453
39.8012,2.5374
22.3915,15.2650
20.7256,8.8010
32.4294,2.6121
33.7545,16.8107
0.0000,11.1913
29.9425,0.0000
15.0093,3.0767
7.4566,10.0419
30.6609,0.0000
17.6079,16.0967
32.1238,21.1201
14.6781,0.0000
34.3752,18.7015
8.8541,3.8793
0.5809,25.9415
31.7873,27.2357
24.0446,3.5798
23.8017,3.9161
21.1099,2.5000
35.8668,6.1204
0.0000,11.0262
15.3860,9.4166
23.5709,10.3302
13.5803,17.8409
22.9550,0.0000
31.6250,6.4756
7.5690,16.5335
0.0000,13.7475
3.3433,16.2813
29.4066,6.7651
24.3668,17.5548
17.8867,6.7649
7.1591,18.7172
33.6189,7.8138
11.0334,3.8400
19.8502,10.9678
10.3010,30.0847
28.4495,5.1838
35.3769,0.0000
13.7569,25.0158
34.2042,0.0000
24.3853,23.3304
20.3605,24.3678
16.1076,17.3661
22.2143,4.0077
11.5696,22.7980
14.3841,0.0000
22.7284,7.6629
53.9542,22.9098
20.7957,4.5056
32.3818,4.4055
36.1716,1.9610
17.9774,18.2221
3.9805,2.0306
25.7190,0.8947
21.7033,0.0000
12.1143,27.7189
31.7013,0.3357
26.4108,0.0000
15.3643,11.7535
13.9530,21.4977
8.6928,9.6500
13.7831,18.6750
9.7911,14.2743
20.8696,11.6272
20.3824,12.7434
33.1246,0.0000
21.8530,27.8917
22.8691,21.4820
30.3514,9.5973
21.7284,10.1726
23.7580,9.5403
12.9009,4.0045
27.8552,16.3748
8.3842,11.6885
16.1086,0.0000
23.1668,16.1499
15.6855,29.8673
12.1753,1.9568
25.2813,0.0000
0.4792,0.0760
14.3332,19.1738
25.6632,18.4342
18.1372,0.0000
16.2617,12.6252
20.2568,20.7323
10.6269,0.5823
27.5357,0.0000
16.0082,0.0000
33.0274,21.7625
0.0000,0.0000
11.1407,25.7442
9.6465,25.2419
19.2918,3.5004
31.5723,0.0000
11.6603,0.0000
28.5579,12.9238
23.2259,9.6327
27.4971,21.2040
26.7758,8.3710
31.1498,9.0808
24.5489,20.8699
22.6812,11.9830
21.7457,12.8329
30.5964,18.1956
12.9812,9.8561
28.2773,44.4050
27.5675,10.8866
25.7903,11.5425
22.6372,25.6010
12.2036,12.2258
27.4687,8.0289
17.2461,4.4640
14.1242,5.3977
18.4510,2.7189
7.5141,4.7641
31.3694,0.0000
21.1686,7.4412
36.7360,10.7725
17.2620,39.5084
14.7470,9.9135
12.5291,15.3458
10.0983,16.3943
10.3604,5.0171
19.0782,1.1277
27.9959,13.1592
26.6298,2.5640
9.4873,4.3810
29.3748,7.0641
22.4956,0.0000
27.6089,2.7391
24.9801,23.8482
6.0369,0.0000
8.6897,8.6161
25.5548,6.1122
19.2541,14.4279
19.8117,13.6260
20.6864,0.0000
30.7321,8.5240
