41.1432,11.8620
24.1927,6.6209
29.7324,24.9678
8.6093,0.0000
0.0000,17.6421
0.0000,22.0196
26.9339,2.3420
33.6688,0.7956
21.1571,10.1480
13.2583,24.4402
29.3166,36.9619
27.8601,13.3051
14.1337,1.7194
21.6337,10.9883
15.2731,14.7321
18.9603,15.8213
14.1904,26.8669
24.6555,13.3030
16.0364,10.2450
27.1582,9.3404
14.2266,0.9293
32.3112,0.0000
15.0545,15.5214
37.2836,0.1935
31.5403,9.8727
35.4530,23.8100
19.6792,3.8260
37.1384,15.7638
9.4364,13.5555
18.9967,17.9604
15.5484,6.7673
13.1613,10.7860
0.0000,1.0557
24.4466,3.1517
24.8044,0.0000
0.0000,22.2365
22.6189,17.4184
23.2218,20.4876
21.5155,13.4186
9.0002,5.0691
11.0218,15.5248
11.1807,36.8508
19.9408,0.0927
8.7806,27.3148
33.4256,5.3637
30.4514,0.0000
24.9508,5.2189
23.6740,0.0000
26.5116,0.0000
22.0905,0.0000
14.3679,20.2431
23.5588,17.4335
29.2404,11.4671
13.4995,17.9676
9.9494,25.7128
15.4428,11.9549
16.6469,5.7476
16.1532,17.5680
24.0417,18.1454
16.6237,19.5394
32.5178,2.1408
24.5955,7.8604
15.4177,10.2482
19.5547,15.5882
0.0000,14.1685
17.8901,32.4680
29.6877,0.0000
13.7821,9.7275
26.9124,16.7609
13.7141,9.7094
38.6148,10.6114
28.8632,0.0000
27.9464,11.0280
14.5423,18.2251
16.9818,18.7550
30.4488,17.4012
43.6073,16.9432
31.6934,24.7676
23.0061,0.0000
31.4365,2.7167
16.7246,0.0000
10.1625,6.1073
32.2908,19.4492
9.6406,6.8085
22.9922,6.2591
35.5214,7.3271
27.3593,0.0000
21.9680,6.9621
13.8088,10.7879
24.2131,14.6997
7.6898,8.7138
15.5589,12.1192
42.5909,31.6938
9.3814,9.3951
14.8889,34.1763
29.6743,15.2652
26.3262,16.4367
44.4493,0.0000
17.6583,0.0000
26.0975,14.8879
27.9381,7.8060
38.3318,11.2571
32.4982,2.0989
16.4984,4.9121
20.3921,0.0000
26.6433,15.3704
21.5729,4.6447
10.9088,19.6550
19.4953,2.7083
17.6915,22.7480
14.3940,16.4566
6.5528,1.1606
25.0756,24.2276
17.1004,4.7830
25.0836,18.5729
10.1900,7.7366
27.8824,0.0000
7.8298,24.2633
4.1654,13.8488
17.2656,12.5252
18.9138,26.8557
29.1592,15.2774
6.1617,7.4415
0.0000,12.5911
48.6962,0.0000
12.1691,27.7186
4.7629,0.0000
4.4421,7.5334
15.1202,0.0000
11.9027,19.2426
5.7986,22.5535
30.3997,3.5969
32.7410,7.5310
4.3199,0.6267
31.4717,11.7937
33.2829,20.8570
29.9477,12.6640
9.2406,4.1067
12.5418,23.4284
39.1785,23.3554
21.7693,0.1532
21.0228,0.0000
0.0000,18.7787
5.7513,14.4098
12.8306,0.0000
25.7629,18.3435
36.4765,0.0000
20.5588,14.8471
27.8356,29.4083
6.3022,7.8050
19.4275,12.4005
3.9383,0.0000
12.4245,0.0000
39.6123,0.5614
6.5831,8.4847
15.6126,12.8356
27.5541,17.7693
27.5590,14.9696
6.1471,9.8993
23.5471,0.0000
6.6446,10.9977
21.2228,28.6218
17.8367,4.8161
42.1618,0.7226
26.6188,3.4107
40.3785,9.4306
29.6867,20.9373
22.4622,0.0000
13.7539,15.9805
26.5672,0.0000
19.8186,18.2943
19.0364,18.2154
15.9415,7.4389
29.3168,1.8671
18.8165,10.2681
14.4441,12.0958
27.3028,4.7131
26.3082,0.0000
20.0873,21.2923
10.7966,21.8659
15.6671,24.7086
37.9822,15.1709
14.2191,16.8550
24.6706,11.0042
28.7405,9.7844
13.4956,14.4134
26.2962,3.4265
19.7353,18.4135
20.4653,0.0000
0.0000,4.7186
26.0754,11.4081
16.9499,12.9347
18.0399,16.4352
